Gene,Control,Resistant,Log2FoldChange,p-value
LOC101927243,3,0,-2.0,1.8141818536665456e-14
PTPN12,880,1018,0.20994012724540026,1.8141818536665456e-14
APTR,160,151,-0.08298936467103148,1.8141818536665456e-14
RSBN1L,302,199,-0.5993177936982262,1.8141818536665456e-14
TMEM60,131,102,-0.3578935921752351,1.8141818536665456e-14
PHTF2,534,394,-0.43768623822404407,1.8141818536665456e-14
MAGI2,9,4,-1.0,1.8141818536665456e-14
RPL13AP17,1,5,1.584962500721156,1.8141818536665456e-14
MAGI2-AS3,26,19,-0.43295940727610627,1.8141818536665456e-14
GNAI1,137,235,0.7741185925836722,1.8141818536665456e-14
CD36,1,1,0.0,1.8141818536665456e-14
SEMA3C,478,303,-0.6559543322925947,1.8141818536665456e-14
LOC100128317,0,1,1.0,1.8141818536665456e-14
HGF,1,0,-1.0,1.8141818536665456e-14
CACNA2D1,27,50,0.8650704199138914,1.8141818536665456e-14
PCLO,70,59,-0.24285652389616355,1.8141818536665456e-14
SEMA3E,19,17,-0.15200309344504995,1.8141818536665456e-14
SEMA3A,148,164,0.1471536937836543,1.8141818536665456e-14
SEMA3D,15,37,1.2479275134435854,1.8141818536665456e-14
KIAA1324L,100,79,-0.33628338786443235,1.8141818536665456e-14
DMTF1,419,437,0.060541541935050874,1.8141818536665456e-14
TMEM243,113,122,0.10962449117449823,1.8141818536665456e-14
TP53TG1,6,9,0.5145731728297582,1.8141818536665456e-14
CROT,41,25,-0.6918777046376681,1.8141818536665456e-14
ABCB4,2,6,1.222392421336448,1.8141818536665456e-14
ABCB1,0,1,1.0,1.8141818536665456e-14
RUNDC3B,17,15,-0.16992500144231243,1.8141818536665456e-14
SLC25A40,125,63,-0.9772799234999165,1.8141818536665456e-14
DBF4,262,182,-0.52321915100826,1.8141818536665456e-14
ADAM22,37,38,0.03747470541866296,1.8141818536665456e-14
SRI,663,513,-0.3694148821530467,1.8141818536665456e-14
LOC102723885,0,3,2.0,1.8141818536665456e-14
STEAP4,4,7,0.6780719051126377,1.8141818536665456e-14
STEAP1,128,100,-0.3530157726714595,1.8141818536665456e-14
STEAP2,20,17,-0.22239242133644802,1.8141818536665456e-14
CFAP69,14,22,0.6166713604484945,1.8141818536665456e-14
LOC101927446,0,2,1.584962500721156,1.8141818536665456e-14
GTPBP10,161,157,-0.0360692547075218,1.8141818536665456e-14
LOC101409256,4,1,-1.3219280948873622,1.8141818536665456e-14
CLDN12,171,208,0.28109437737878473,1.8141818536665456e-14
CDK14,135,75,-0.8395353278067539,1.8141818536665456e-14
FZD1,59,46,-0.35230174393088115,1.8141818536665456e-14
MTERF1,37,40,0.10962449117449823,1.8141818536665456e-14
AKAP9,1047,859,-0.28523015194799,1.8141818536665456e-14
CYP51A1,586,599,0.03160199738582856,1.8141818536665456e-14
LRRD1,1,0,-1.0,1.8141818536665456e-14
KRIT1,814,599,-0.4418375586225591,1.8141818536665456e-14
ANKIB1,280,189,-0.5645707118899782,1.8141818536665456e-14
GATAD1,241,298,0.3051384369235105,1.8141818536665456e-14
PEX1,47,23,-1.0,1.8141818536665456e-14
RBM48,39,42,0.10433665981473553,1.8141818536665456e-14
MGC16142,0,2,1.584962500721156,1.8141818536665456e-14
FAM133B,208,160,-0.37644225396626574,1.8141818536665456e-14
FAM133DP,86,82,-0.06790406450180363,1.8141818536665456e-14
CDK6,768,1163,0.5980355549464573,1.8141818536665456e-14
LOC101927497,11,5,-1.0,1.8141818536665456e-14
SAMD9,232,321,0.46673073346033667,1.8141818536665456e-14
SAMD9L,44,57,0.36612789879789753,1.8141818536665456e-14
VPS50,131,109,-0.2630344058337938,1.8141818536665456e-14
CALCR,5,1,-1.5849625007211563,1.8141818536665456e-14
TFPI2,310,348,0.16631245607904954,1.8141818536665456e-14
GNG11,360,337,-0.09497559060498659,1.8141818536665456e-14
BET1,176,98,-0.838248930003388,1.8141818536665456e-14
COL1A2,0,2,1.584962500721156,1.8141818536665456e-14
CASD1,76,69,-0.13750352374993496,1.8141818536665456e-14
SGCE,72,58,-0.30718150951817597,1.8141818536665456e-14
PEG10,238,358,0.5869732258423027,1.8141818536665456e-14
PPP1R9A,111,113,0.025535092107137478,1.8141818536665456e-14
PON1,1,2,0.5849625007211562,1.8141818536665456e-14
PON3,14,32,1.1375035237499351,1.8141818536665456e-14
PON2,232,270,0.2179628966995913,1.8141818536665456e-14
ASB4,0,1,1.0,1.8141818536665456e-14
PDK4,57,32,-0.8135868757691186,1.8141818536665456e-14
DYNC1I1,3,4,0.32192809488736235,1.8141818536665456e-14
SLC25A13,254,262,0.044565552433444566,1.8141818536665456e-14
LOC100506136,2,2,0.0,1.8141818536665456e-14
SHFM1,2095,1597,-0.3913713086094735,1.8141818536665456e-14
DLX6,1,0,-1.0,1.8141818536665456e-14
SDHAF3,52,34,-0.5986374376182328,1.8141818536665456e-14
TAC1,0,1,1.0,1.8141818536665456e-14
ASNS,686,4897,2.833810769745878,1.8141818536665456e-14
MGC72080,38,48,0.32930762525295987,1.8141818536665456e-14
OCM2,0,2,1.584962500721156,1.8141818536665456e-14
LMTK2,68,106,0.6329425296229779,1.8141818536665456e-14
TECPR1,250,292,0.22321330047147597,1.8141818536665456e-14
BRI3,3382,4082,0.2713263904311627,1.8141818536665456e-14
BAIAP2L1,398,493,0.30812229536233193,1.8141818536665456e-14
TMEM130,5,3,-0.5849625007211563,1.8141818536665456e-14
TRRAP,178,152,-0.2264279345716046,1.8141818536665456e-14
LOC101927550,68,50,-0.43609911480667357,1.8141818536665456e-14
SMURF1,164,145,-0.1764976553657985,1.8141818536665456e-14
KPNA7,7,2,-1.415037499278844,1.8141818536665456e-14
MYH16,6,1,-1.8073549220576042,1.8141818536665456e-14
ARPC1A,1781,1399,-0.34807050968959324,1.8141818536665456e-14
ARPC1B,1635,1721,0.07391239445509515,1.8141818536665456e-14
PDAP1,2351,2055,-0.19404779564248634,1.8141818536665456e-14
BUD31,1298,977,-0.40949506049564727,1.8141818536665456e-14
PTCD1,1359,1021,-0.41221145520008046,1.8141818536665456e-14
ATP5J2-PTCD1,1359,1019,-0.4150374992788438,1.8141818536665456e-14
CPSF4,1026,808,-0.3442245738882174,1.8141818536665456e-14
ATP5J2,1999,1079,-0.888968687611256,1.8141818536665456e-14
ZNF789,53,58,0.12775554719837268,1.8141818536665456e-14
ZNF394,63,76,0.2667865406949014,1.8141818536665456e-14
ZKSCAN5,277,254,-0.12458763586464956,1.8141818536665456e-14
FAM200A,57,52,-0.13006054056437286,1.8141818536665456e-14
ZNF655,603,568,-0.08611989701849701,1.8141818536665456e-14
GS1-259H13.2,28,35,0.3119440063147403,1.8141818536665456e-14
ZSCAN25,171,147,-0.2168113890731482,1.8141818536665456e-14
CYP3A5,8,12,0.5305147166987798,1.8141818536665456e-14
CYP3A7,4,0,-2.321928094887362,1.8141818536665456e-14
CYP3A4,6,0,-2.807354922057604,1.8141818536665456e-14
CYP3A43,0,1,1.0,1.8141818536665456e-14
TRIM4,192,125,-0.615177113768164,1.8141818536665456e-14
AZGP1,20,18,-0.1443899093351748,1.8141818536665456e-14
ZKSCAN1,1378,1849,0.42390281388969403,1.8141818536665456e-14
ZSCAN21,71,70,-0.02017788193763023,1.8141818536665456e-14
ZNF3,175,205,0.22706890854592107,1.8141818536665456e-14
COPS6,1237,835,-0.5664364671333818,1.8141818536665456e-14
MCM7,1817,1315,-0.46619271045886573,1.8141818536665456e-14
AP4M1,392,370,-0.0831101256378031,1.8141818536665456e-14
TAF6,409,381,-0.10205127146969728,1.8141818536665456e-14
CNPY4,140,124,-0.17376706773670658,1.8141818536665456e-14
MBLAC1,26,6,-1.9475325801058645,1.8141818536665456e-14
LAMTOR4,688,564,-0.28625311540174136,1.8141818536665456e-14
C7orf43,51,52,0.02748073642210692,1.8141818536665456e-14
GAL3ST4,27,23,-0.22239242133644802,1.8141818536665456e-14
GPC2,14,32,1.1375035237499351,1.8141818536665456e-14
STAG3,10,25,1.2410080995037949,1.8141818536665456e-14
GATS,48,58,0.26793320524663305,1.8141818536665456e-14
PVRIG,1,0,-1.0,1.8141818536665456e-14
SPDYE3,33,32,-0.04306872189188598,1.8141818536665456e-14
PMS2P1,74,63,-0.22881869049588077,1.8141818536665456e-14
STAG3L5P-PVRIG2P-PILRB,17,17,0.0,1.8141818536665456e-14
STAG3L5P,22,25,0.17687776208407918,1.8141818536665456e-14
PILRB,477,334,-0.5128495226356138,1.8141818536665456e-14
PILRA,0,1,1.0,1.8141818536665456e-14
ZCWPW1,47,88,0.8907709302452417,1.8141818536665456e-14
MEPCE,730,550,-0.4078190873812798,1.8141818536665456e-14
PPP1R35,643,556,-0.20938336077458514,1.8141818536665456e-14
C7orf61,14,6,-1.0995356735509143,1.8141818536665456e-14
TSC22D4,904,501,-0.8502304280197959,1.8141818536665456e-14
NYAP1,23,29,0.32192809488736235,1.8141818536665456e-14
AGFG2,132,49,-1.411426245726465,1.8141818536665456e-14
SAP25,23,18,-0.33703498727757075,1.8141818536665456e-14
LRCH4,209,119,-0.8073549220576042,1.8141818536665456e-14
ZASP,804,674,-0.25410128106378604,1.8141818536665456e-14
FBXO24,0,9,3.321928094887362,1.8141818536665456e-14
PCOLCE-AS1,0,2,1.584962500721156,1.8141818536665456e-14
PCOLCE,13,12,-0.1069152039165119,1.8141818536665456e-14
MOSPD3,467,388,-0.2667383745972125,1.8141818536665456e-14
TFR2,7,3,-1.0,1.8141818536665456e-14
GNB2,2375,1758,-0.4337793533288049,1.8141818536665456e-14
GIGYF1,311,237,-0.39058445555430493,1.8141818536665456e-14
POP7,4305,2820,-0.6101416535816622,1.8141818536665456e-14
EPO,4,1,-1.3219280948873622,1.8141818536665456e-14
ZAN,2,0,-1.5849625007211563,1.8141818536665456e-14
EPHB4,1195,1146,-0.060351998182280084,1.8141818536665456e-14
SLC12A9,222,171,-0.3746351452182068,1.8141818536665456e-14
TRIP6,468,551,0.2350803442627924,1.8141818536665456e-14
SRRT,844,788,-0.09892604115608808,1.8141818536665456e-14
UFSP1,11,4,-1.2630344058337937,1.8141818536665456e-14
ACHE,2,1,-0.5849625007211563,1.8141818536665456e-14
MUC3A,1,1,0.0,1.8141818536665456e-14
MUC12,2,3,0.41503749927884376,1.8141818536665456e-14
LOC102724094,6,2,-1.222392421336448,1.8141818536665456e-14
TRIM56,551,557,0.015596855051018587,1.8141818536665456e-14
SERPINE1,4734,4948,0.06377261651125556,1.8141818536665456e-14
AP1S1,1850,988,-0.9042624691114634,1.8141818536665456e-14
VGF,61,48,-0.33948646627166706,1.8141818536665456e-14
NAT16,28,35,0.3119440063147403,1.8141818536665456e-14
MOGAT3,0,1,1.0,1.8141818536665456e-14
PLOD3,663,582,-0.18768735814642826,1.8141818536665456e-14
ZNHIT1,435,367,-0.2446223687199134,1.8141818536665456e-14
CLDN15,149,157,0.07496205768122191,1.8141818536665456e-14
FIS1,424,367,-0.2077570749680513,1.8141818536665456e-14
LOC101927746,16,26,0.667424660913129,1.8141818536665456e-14
IFT22,127,54,-1.2186402864753405,1.8141818536665456e-14
COL26A1,0,4,2.321928094887362,1.8141818536665456e-14
MYL10,1,2,0.5849625007211562,1.8141818536665456e-14
CUX1,826,1173,0.5054731739387776,1.8141818536665456e-14
SH2B2,29,36,0.3025627700204313,1.8141818536665456e-14
SPDYE6,2,5,1.0,1.8141818536665456e-14
LOC100289561,20,21,0.06711419585853703,1.8141818536665456e-14
LOC100630923,271,216,-0.32591160880586,1.8141818536665456e-14
ORAI2,585,618,0.07903874479201686,1.8141818536665456e-14
ALKBH4,153,145,-0.07696198181488416,1.8141818536665456e-14
LRWD1,93,58,-0.6719458023157961,1.8141818536665456e-14
POLR2J,844,593,-0.5084884103687809,1.8141818536665456e-14
RASA4B,3,2,-0.4150374992788438,1.8141818536665456e-14
POLR2J3,200,172,-0.21642346354220404,1.8141818536665456e-14
SPDYE2B,1,1,0.0,1.8141818536665456e-14
SPDYE2,0,2,1.584962500721156,1.8141818536665456e-14
RASA4,32,35,0.12553088208385882,1.8141818536665456e-14
POLR2J2,241,167,-0.5265458144958342,1.8141818536665456e-14
UPK3BL,92,89,-0.047305714778356635,1.8141818536665456e-14
FAM185A,17,9,-0.84799690655495,1.8141818536665456e-14
FBXL13,86,99,0.2009126939259963,1.8141818536665456e-14
LRRC17,0,1,1.0,1.8141818536665456e-14
ARMC10,435,371,-0.22902551366889498,1.8141818536665456e-14
NAPEPLD,422,355,-0.248780422153552,1.8141818536665456e-14
RPL19P12,91,164,0.8427602581888028,1.8141818536665456e-14
DPY19L2P2,13,12,-0.1069152039165119,1.8141818536665456e-14
PMPCB,494,482,-0.035405336131198874,1.8141818536665456e-14
DNAJC2,411,350,-0.23117330687865775,1.8141818536665456e-14
PSMC2,633,462,-0.4534706468791708,1.8141818536665456e-14
SLC26A5,0,2,1.584962500721156,1.8141818536665456e-14
RELN,0,5,2.584962500721156,1.8141818536665456e-14
ORC5,158,127,-0.3128829552843553,1.8141818536665456e-14
LINC01004,532,451,-0.23781276034398807,1.8141818536665456e-14
KMT2E-AS1,137,76,-0.8417379160832676,1.8141818536665456e-14
KMT2E,885,917,0.05118745485878952,1.8141818536665456e-14
SRPK2,1242,1291,0.055779773641440024,1.8141818536665456e-14
PUS7,179,177,-0.0161196653632769,1.8141818536665456e-14
RINT1,76,50,-0.5943611987234058,1.8141818536665456e-14
EFCAB10,6,10,0.6520766965796931,1.8141818536665456e-14
ATXN7L1,49,80,0.6959938131099002,1.8141818536665456e-14
CDHR3,3,5,0.5849625007211562,1.8141818536665456e-14
SYPL1,680,500,-0.44284419481686266,1.8141818536665456e-14
NAMPT,7962,8142,0.0322483447045536,1.8141818536665456e-14
CCDC71L,129,108,-0.25418348825152814,1.8141818536665456e-14
PIK3CG,0,22,4.523561956057013,1.8141818536665456e-14
PRKAR2B,64,84,0.38702312310924725,1.8141818536665456e-14
HBP1,366,378,0.046417785327878984,1.8141818536665456e-14
COG5,372,376,0.015388893013426514,1.8141818536665456e-14
DUS4L,275,183,-0.5849625007211563,1.8141818536665456e-14
BCAP29,565,511,-0.14465824283188233,1.8141818536665456e-14
SLC26A4-AS1,7,5,-0.4150374992788438,1.8141818536665456e-14
SLC26A4,16,11,-0.5025003405291831,1.8141818536665456e-14
CBLL1,193,218,0.1748742174140457,1.8141818536665456e-14
SLC26A3,0,1,1.0,1.8141818536665456e-14
DLD,654,551,-0.24682663964664361,1.8141818536665456e-14
LAMB1,599,1105,0.8823169797388261,1.8141818536665456e-14
LAMB4,1,1,0.0,1.8141818536665456e-14
NRCAM,3,8,1.1699250014423124,1.8141818536665456e-14
PNPLA8,356,311,-0.19437804516685134,1.8141818536665456e-14
THAP5,577,501,-0.20338212854990687,1.8141818536665456e-14
DNAJB9,132,200,0.595769255677739,1.8141818536665456e-14
EIF3IP1,3,3,0.0,1.8141818536665456e-14
IMMP2L,73,67,-0.1219905243786103,1.8141818536665456e-14
LRRN3,1,7,2.0,1.8141818536665456e-14
DOCK4,193,142,-0.44004150540873815,1.8141818536665456e-14
DOCK4-AS1,1,0,-1.0,1.8141818536665456e-14
ZNF277,85,128,0.5849625007211562,1.8141818536665456e-14
IFRD1,360,309,-0.2197306216129334,1.8141818536665456e-14
LSMEM1,2,11,2.0,1.8141818536665456e-14
LOC101928012,1,0,-1.0,1.8141818536665456e-14
TMEM168,133,114,-0.22059913951339716,1.8141818536665456e-14
C7orf60,208,183,-0.1837971760238698,1.8141818536665456e-14
HRAT17,6,1,-1.8073549220576042,1.8141818536665456e-14
GPR85,4,8,0.8479969065549501,1.8141818536665456e-14
LINC00998,210,246,0.2272680428774925,1.8141818536665456e-14
FOXP2,21,17,-0.2895066171949848,1.8141818536665456e-14
MDFIC,350,179,-0.9634741239748861,1.8141818536665456e-14
LINC01393,0,1,1.0,1.8141818536665456e-14
LINC01392,1,1,0.0,1.8141818536665456e-14
TFEC,0,4,2.321928094887362,1.8141818536665456e-14
TES,839,920,0.13281182842521308,1.8141818536665456e-14
LOC102724434,37,35,-0.07800251200127321,1.8141818536665456e-14
CAV2,1671,1474,-0.1808598929443168,1.8141818536665456e-14
CAV1,4816,4001,-0.2674137566812361,1.8141818536665456e-14
MET,1703,1366,-0.3179120926197783,1.8141818536665456e-14
CAPZA2,573,352,-0.7013825534045074,1.8141818536665456e-14
ST7-AS1,22,26,0.2313255461064558,1.8141818536665456e-14
ST7,173,140,-0.3033921434499348,1.8141818536665456e-14
ST7-OT4,2,0,-1.5849625007211563,1.8141818536665456e-14
CTTNBP2,1,1,0.0,1.8141818536665456e-14
LSM8,611,456,-0.42133748763458206,1.8141818536665456e-14
ANKRD7,0,2,1.584962500721156,1.8141818536665456e-14
LVCAT5,1,1,0.0,1.8141818536665456e-14
TSPAN12,14,5,-1.3219280948873622,1.8141818536665456e-14
ING3,337,213,-0.6594124498810373,1.8141818536665456e-14
CPED1,13,4,-1.4854268271702418,1.8141818536665456e-14
WNT16,0,1,1.0,1.8141818536665456e-14
FAM3C,872,548,-0.6691755046242415,1.8141818536665456e-14
AASS,817,521,-0.6480510363718643,1.8141818536665456e-14
FEZF1,17,15,-0.16992500144231243,1.8141818536665456e-14
FEZF1-AS1,10,18,0.7884958948062882,1.8141818536665456e-14
CADPS2,69,38,-0.8438807980827181,1.8141818536665456e-14
SLC13A1,0,1,1.0,1.8141818536665456e-14
IQUB,1,0,-1.0,1.8141818536665456e-14
NDUFA5,1805,1322,-0.4489848312021815,1.8141818536665456e-14
WASL,210,212,0.013610431518653248,1.8141818536665456e-14
HYAL4,2,6,1.222392421336448,1.8141818536665456e-14
SPAM1,1,1,0.0,1.8141818536665456e-14
TMEM229A,0,1,1.0,1.8141818536665456e-14
GPR37,9,36,1.8875252707415875,1.8141818536665456e-14
POT1,168,168,0.0,1.8141818536665456e-14
POT1-AS1,10,6,-0.6520766965796931,1.8141818536665456e-14
LOC101928333,0,1,1.0,1.8141818536665456e-14
ZNF800,117,60,-0.9519057117989551,1.8141818536665456e-14
LOC100506682,0,1,1.0,1.8141818536665456e-14
GCC1,616,638,0.05054544179757648,1.8141818536665456e-14
ARF5,3897,2130,-0.8712034974751866,1.8141818536665456e-14
SND1,1214,1348,0.1509340344551243,1.8141818536665456e-14
SND1-IT1,180,171,-0.0735811323811074,1.8141818536665456e-14
LRRC4,1,0,-1.0,1.8141818536665456e-14
LEP,1,0,-1.0,1.8141818536665456e-14
MGC27345,132,127,-0.05528243550118968,1.8141818536665456e-14
RBM28,346,344,-0.008339300912729492,1.8141818536665456e-14
PRRT4,0,5,2.584962500721156,1.8141818536665456e-14
IMPDH1,263,127,-1.0443941193584534,1.8141818536665456e-14
HILPDA,1300,1166,-0.15681640101044722,1.8141818536665456e-14
METTL2B,125,88,-0.5015464925335186,1.8141818536665456e-14
LINC01000,80,105,0.3880704516785745,1.8141818536665456e-14
FAM71F2,4,17,1.84799690655495,1.8141818536665456e-14
FAM71F1,0,1,1.0,1.8141818536665456e-14
CALU,2725,2143,-0.34648065634743713,1.8141818536665456e-14
CCDC136,51,63,0.29956028185890793,1.8141818536665456e-14
FLNC,411,271,-0.5990376859328789,1.8141818536665456e-14
ATP6V1F,1203,777,-0.6299933317735102,1.8141818536665456e-14
LOC100130705,7,3,-1.0,1.8141818536665456e-14
KCP,3,4,0.32192809488736235,1.8141818536665456e-14
IRF5,15,26,0.7548875021634686,1.8141818536665456e-14
TNPO3,2563,2331,-0.13682847341824458,1.8141818536665456e-14
TPI1P2,3,4,0.32192809488736235,1.8141818536665456e-14
LOC407835,621,518,-0.26118004177272175,1.8141818536665456e-14
TSPAN33,16,16,0.0,1.8141818536665456e-14
AHCYL2,16,10,-0.6280312226130421,1.8141818536665456e-14
STRIP2,65,42,-0.6181293646563556,1.8141818536665456e-14
SMKR1,8,4,-0.84799690655495,1.8141818536665456e-14
NRF1,275,222,-0.3076245568578643,1.8141818536665456e-14
UBE2H,1755,1873,0.09382810812382864,1.8141818536665456e-14
ZC3HC1,362,401,0.14722595318317802,1.8141818536665456e-14
KLHDC10,669,653,-0.034870459847052275,1.8141818536665456e-14
TMEM209,120,133,0.14722595318317802,1.8141818536665456e-14
SSMEM1,0,1,1.0,1.8141818536665456e-14
CPA4,393,308,-0.3505887915520018,1.8141818536665456e-14
CPA5,2,3,0.41503749927884376,1.8141818536665456e-14
CEP41,519,421,-0.3012686243212694,1.8141818536665456e-14
MEST,454,362,-0.32589699709030784,1.8141818536665456e-14
MESTIT1,8,1,-2.1699250014423126,1.8141818536665456e-14
COPG2,442,368,-0.26368588249462216,1.8141818536665456e-14
KLF14,4,8,0.8479969065549501,1.8141818536665456e-14
LINC-PINT,57,80,0.4818690077570526,1.8141818536665456e-14
LOC100506860,69,91,0.3942789391120464,1.8141818536665456e-14
MKLN1,1154,998,-0.20933626851100165,1.8141818536665456e-14
MKLN1-AS,4,6,0.48542682717024166,1.8141818536665456e-14
PODXL,1583,2475,0.6444389791346551,1.8141818536665456e-14
PLXNA4,65,9,-2.722466024471091,1.8141818536665456e-14
CHCHD3,857,783,-0.13012399338433733,1.8141818536665456e-14
EXOC4,651,526,-0.30706900259386294,1.8141818536665456e-14
LRGUK,2,4,0.7369655941662062,1.8141818536665456e-14
SLC35B4,720,432,-0.7356322345140976,1.8141818536665456e-14
AKR1B1,989,702,-0.49390383589443665,1.8141818536665456e-14
BPGM,128,64,-0.9888594423947996,1.8141818536665456e-14
CALD1,1233,1088,-0.18033844043251102,1.8141818536665456e-14
AGBL3,0,7,3.0,1.8141818536665456e-14
C7orf49,224,142,-0.6539098544386477,1.8141818536665456e-14
TMEM140,158,110,-0.5184670889342495,1.8141818536665456e-14
WDR91,77,78,0.01837852931485452,1.8141818536665456e-14
CNOT4,69,81,0.22826898767311732,1.8141818536665456e-14
NUP205,533,349,-0.6094848198552251,1.8141818536665456e-14
C7orf73,382,317,-0.26831762664060166,1.8141818536665456e-14
SLC13A4,2,6,1.222392421336448,1.8141818536665456e-14
FAM180A,0,1,1.0,1.8141818536665456e-14
MTPN,2882,2811,-0.035974242422371336,1.8141818536665456e-14
LUZP6,2881,2809,-0.036500205066459034,1.8141818536665456e-14
LOC349160,1,3,1.0,1.8141818536665456e-14
PTN,74,17,-2.0588936890535687,1.8141818536665456e-14
DGKI,0,2,1.584962500721156,1.8141818536665456e-14
CREB3L2,472,379,-0.3158407650084474,1.8141818536665456e-14
AKR1D1,0,1,1.0,1.8141818536665456e-14
TRIM24,141,77,-0.8643449006424336,1.8141818536665456e-14
SVOPL,3,1,-1.0,1.8141818536665456e-14
ATP6V0A4,101,40,-1.3148733373534118,1.8141818536665456e-14
TMEM213,0,1,1.0,1.8141818536665456e-14
KIAA1549,131,54,-1.2630344058337937,1.8141818536665456e-14
ZC3HAV1L,4,10,1.1375035237499351,1.8141818536665456e-14
ZC3HAV1,1889,1134,-0.7356939369301575,1.8141818536665456e-14
TTC26,288,222,-0.374025782580374,1.8141818536665456e-14
UBN2,164,162,-0.017594060014738185,1.8141818536665456e-14
LUC7L2,2,2,0.0,1.8141818536665456e-14
C7orf55,3,0,-2.0,1.8141818536665456e-14
C7orf55-LUC7L2,2308,2340,0.01985676133789744,1.8141818536665456e-14
LOC100129148,160,117,-0.4482738287527756,1.8141818536665456e-14
HIPK2,1883,1876,-0.005370314781908975,1.8141818536665456e-14
TBXAS1,152,30,-2.3031915323057763,1.8141818536665456e-14
PARP12,169,185,0.12976787497032977,1.8141818536665456e-14
KDM7A,81,174,1.0936591072142452,1.8141818536665456e-14
JHDM1D-AS1,4,18,1.925999418556223,1.8141818536665456e-14
SLC37A3,709,629,-0.17246719600476554,1.8141818536665456e-14
MKRN1,378,407,0.106371303800404,1.8141818536665456e-14
DENND2A,93,309,1.7215355535966004,1.8141818536665456e-14
ADCK2,447,427,-0.06588793565645709,1.8141818536665456e-14
NDUFB2-AS1,93,87,-0.09515723304034009,1.8141818536665456e-14
NDUFB2,965,595,-0.6967108583736117,1.8141818536665456e-14
BRAF,10,8,-0.2895066171949848,1.8141818536665456e-14
MRPS33,926,647,-0.5165755257409059,1.8141818536665456e-14
AGK,137,65,-1.0641303374197155,1.8141818536665456e-14
KIAA1147,186,184,-0.015512999371324597,1.8141818536665456e-14
WEE2,0,2,1.584962500721156,1.8141818536665456e-14
SSBP1,1943,1458,-0.4140483356878899,1.8141818536665456e-14
TAS2R3,0,3,2.0,1.8141818536665456e-14
TAS2R5,0,2,1.584962500721156,1.8141818536665456e-14
CLEC5A,0,1,1.0,1.8141818536665456e-14
MGAM,2,10,1.874469117916141,1.8141818536665456e-14
MTRNR2L6,125,85,-0.5510151687978185,1.8141818536665456e-14
PRSS1,4,1,-1.3219280948873622,1.8141818536665456e-14
PRSS3P2,13,4,-1.4854268271702418,1.8141818536665456e-14
EPHB6,1,0,-1.0,1.8141818536665456e-14
C7orf34,0,1,1.0,1.8141818536665456e-14
GSTK1,224,190,-0.23635236318128833,1.8141818536665456e-14
TMEM139,41,52,0.33560303178443884,1.8141818536665456e-14
CASP2,535,440,-0.28145434490025195,1.8141818536665456e-14
ZYX,720,462,-0.638987065980586,1.8141818536665456e-14
EPHA1,8,4,-0.84799690655495,1.8141818536665456e-14
EPHA1-AS1,2,6,1.222392421336448,1.8141818536665456e-14
CTAGE15,1,1,0.0,1.8141818536665456e-14
TCAF2,55,15,-1.8073549220576042,1.8141818536665456e-14
TCAF2P1,5,0,-2.584962500721156,1.8141818536665456e-14
LOC154761,4,2,-0.7369655941662062,1.8141818536665456e-14
TCAF1,786,562,-0.4832287134272568,1.8141818536665456e-14
OR2A25,1,3,1.0,1.8141818536665456e-14
CTAGE4,1,4,1.3219280948873624,1.8141818536665456e-14
ARHGEF35,18,36,0.9615258521853643,1.8141818536665456e-14
OR2A1-AS1,9,17,0.8479969065549501,1.8141818536665456e-14
LOC101928605,0,12,3.700439718141092,1.8141818536665456e-14
OR2A42,1,4,1.3219280948873624,1.8141818536665456e-14
OR2A1,3,9,1.3219280948873624,1.8141818536665456e-14
OR2A9P,4,28,2.5360529002402097,1.8141818536665456e-14
OR2A20P,0,29,4.906890595608519,1.8141818536665456e-14
ARHGEF34P,1,5,1.584962500721156,1.8141818536665456e-14
CTAGE8,1,3,1.0,1.8141818536665456e-14
ARHGEF5,72,82,0.18521487246690765,1.8141818536665456e-14
TPK1,34,60,0.8014543206179199,1.8141818536665456e-14
LOC101928700,1,1,0.0,1.8141818536665456e-14
CUL1,561,405,-0.46909040303574984,1.8141818536665456e-14
EZH2,986,680,-0.5353952864443264,1.8141818536665456e-14
GHET1,0,1,1.0,1.8141818536665456e-14
PDIA4,2847,2123,-0.4231653801622441,1.8141818536665456e-14
ZNF786,37,49,0.3959286763311393,1.8141818536665456e-14
ZNF425,32,28,-0.18641312423088133,1.8141818536665456e-14
ZNF398,205,181,-0.17870588698452203,1.8141818536665456e-14
ZNF282,300,329,0.13270253748611383,1.8141818536665456e-14
ZNF212,483,408,-0.24290620433284565,1.8141818536665456e-14
ZNF783,104,148,0.504923002796039,1.8141818536665456e-14
LOC155060,20,35,0.777607578663552,1.8141818536665456e-14
ZNF777,382,301,-0.34279584259987805,1.8141818536665456e-14
ZNF746,64,68,0.08615664374971455,1.8141818536665456e-14
ZNF767P,31,28,-0.14201900487242788,1.8141818536665456e-14
KRBA1,54,38,-0.49595749466241124,1.8141818536665456e-14
ZNF467,10,32,1.584962500721156,1.8141818536665456e-14
SSPO,0,4,2.321928094887362,1.8141818536665456e-14
ZNF862,128,127,-0.01122725542325414,1.8141818536665456e-14
ATP6V0E2-AS1,60,41,-0.538419914784126,1.8141818536665456e-14
ATP6V0E2,1000,584,-0.7749334443652267,1.8141818536665456e-14
ACTR3C,8,1,-2.1699250014423126,1.8141818536665456e-14
LRRC61,171,133,-0.3601755642443254,1.8141818536665456e-14
